ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,TAXONOMY_HAZUS,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/COM:1,PC2L/LC/COM1,TOTAL,173.0,331244166.0,82811039.0,0.0,132233.0,414055194.0,60598.0,0.0,764.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/COM:2,PC2L/LC/COM2,TOTAL,874.0,3377926135.0,844481526.0,0.0,1348474.0,4222407744.0,617957.0,0.0,1543.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/COM:3,PC2L/LC/COM4,TOTAL,316.0,1079828893.0,269957206.0,0.0,431069.0,1349786103.0,197544.0,0.0,1364.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/COM:3A,PC2L/LC/COM5,TOTAL,2.0,2184711.0,546178.0,0.0,872.0,2730889.0,400.0,0.0,436.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/COM:3B,PC2L/LC/COM3,TOTAL,3.0,2576891.0,644223.0,0.0,1029.0,3221114.0,471.0,0.0,343.0,2504.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/IND:1,PC2L/LC/IND1,TOTAL,21.0,41656377.0,13885463.0,0.0,32342.0,55541834.0,14661.0,0.0,1540.0,1288.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDL+ERL/H:1-3/IND:2,PC2L/LC/IND2,TOTAL,288.0,420187174.0,140062393.0,0.0,326232.0,560249575.0,147890.0,0.0,1133.0,1288.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:4-7/COM:1,PC2M/LC/COM1,TOTAL,10.0,18937396.0,4734348.0,0.0,7560.0,23671745.0,3476.0,0.0,756.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:4-7/COM:2,PC2M/LC/COM2,TOTAL,63.0,325777388.0,81444346.0,0.0,130051.0,407221752.0,59799.0,0.0,2064.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:4-7/COM:3,PC2M/LC/COM4,TOTAL,204.0,1713918796.0,428479727.0,0.0,684199.0,2142398535.0,314605.0,0.0,3354.0,2505.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDL+ERL/H:4-7/IND:2,PC2M/LC/IND2,TOTAL,4.0,5212440.0,1737481.0,0.0,4047.0,6949920.0,1842.0,0.0,1012.0,1288.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDL+ERL/H:>8/COM:3,PC2H/LC/COM4,TOTAL,3.0,164350533.0,41087634.0,0.0,65609.0,205438167.0,30244.0,0.0,21870.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/COM:1,PC2L/MC/COM1,TOTAL,89.0,173762616.0,43440636.0,0.0,69366.0,217203251.0,31788.0,0.0,779.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/COM:2,PC2L/MC/COM2,TOTAL,409.0,1533115236.0,383278727.0,0.0,612022.0,1916393969.0,280468.0,0.0,1496.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/COM:3,PC2L/MC/COM4,TOTAL,144.0,502337224.0,125584283.0,0.0,200534.0,627921572.0,91898.0,0.0,1393.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/COM:3A,PC2L/MC/COM5,TOTAL,1.0,1132481.0,283120.0,0.0,452.0,1415601.0,207.0,0.0,452.0,2505.0
CAN,Canada,IND,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/IND:1,PC2L/MC/IND1,TOTAL,13.0,26666927.0,8888975.0,0.0,20704.0,35555904.0,9386.0,0.0,1593.0,1288.0
CAN,Canada,IND,CR+,CR+PC/LDUAL/CDM+ERM/H:1-3/IND:2,PC2L/MC/IND2,TOTAL,108.0,141039839.0,47013275.0,0.0,109503.0,188053109.0,49641.0,0.0,1014.0,1288.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:4-7/COM:1,PC2M/MC/COM1,TOTAL,3.0,6529248.0,1632311.0,0.0,2606.0,8161559.0,1199.0,0.0,869.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:4-7/COM:2,PC2M/MC/COM2,TOTAL,25.0,129987225.0,32496795.0,0.0,51891.0,162484020.0,23860.0,0.0,2076.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:4-7/COM:3,PC2M/MC/COM4,TOTAL,66.0,567228812.0,141807204.0,0.0,226439.0,709036016.0,104120.0,0.0,3431.0,2505.0
CAN,Canada,IND,CR+,CR+PC/LDUAL/CDM+ERM/H:4-7/IND:2,PC2M/MC/IND2,TOTAL,3.0,5341953.0,1780650.0,0.0,4147.0,7122603.0,1888.0,0.0,1382.0,1288.0
CAN,Canada,IND,CR+,CR+PC/LDUAL/CDM+ERM/H:4-7/IND:6,PC2M/MC/IND6,TOTAL,1.0,1506395.0,502132.0,0.0,1170.0,2008527.0,532.0,0.0,1170.0,1288.0
CAN,Canada,COM,CR+,CR+PC/LDUAL/CDM+ERM/H:>8/COM:3,PC2H/MC/COM4,TOTAL,7.0,343773756.0,85943440.0,0.0,137235.0,429717191.0,63262.0,0.0,19605.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/COM:1,PC2L/PC/COM1,TOTAL,605.0,1160330208.0,290082534.0,0.0,463206.0,1450412720.0,212272.0,0.0,766.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/COM:2,PC2L/PC/COM2,TOTAL,2911.0,11255704091.0,2813926026.0,0.0,4493295.0,14069630217.0,2059116.0,0.0,1544.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/COM:3,PC2L/PC/COM4,TOTAL,1244.0,4146986330.0,1036746635.0,0.0,1655484.0,5183732959.0,758650.0,0.0,1331.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/COM:3A,PC2L/PC/COM5,TOTAL,8.0,8813367.0,2203343.0,0.0,3518.0,11016710.0,1612.0,0.0,440.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/COM:3B,PC2L/PC/COM3,TOTAL,27.0,22388968.0,5597242.0,0.0,8938.0,27986207.0,4096.0,0.0,331.0,2505.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/IND:1,PC2L/PC/IND1,TOTAL,100.0,192952769.0,64317601.0,0.0,149808.0,257270350.0,67912.0,0.0,1498.0,1288.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/IND:2,PC2L/PC/IND2,TOTAL,876.0,1358227208.0,452742419.0,0.0,1054524.0,1810969668.0,478045.0,0.0,1204.0,1288.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:4-7/COM:1,PC2M/PC/COM1,TOTAL,39.0,75251839.0,18812957.0,0.0,30041.0,94064797.0,13813.0,0.0,770.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:4-7/COM:2,PC2M/PC/COM2,TOTAL,190.0,971311658.0,242827913.0,0.0,387749.0,1214139578.0,178293.0,0.0,2041.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:4-7/COM:3,PC2M/PC/COM4,TOTAL,687.0,5819313768.0,1454828502.0,0.0,2323079.0,7274142300.0,1068187.0,0.0,3381.0,2505.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDN+ERL/H:4-7/IND:2,PC2M/PC/IND2,TOTAL,28.0,46810446.0,15603483.0,0.0,36344.0,62413929.0,16541.0,0.0,1298.0,1288.0
CAN,Canada,IND,CR-,CR+PC/LDUAL/CDN+ERL/H:4-7/IND:6,PC2M/PC/IND6,TOTAL,1.0,1516946.0,505649.0,0.0,1178.0,2022595.0,536.0,0.0,1178.0,1288.0
CAN,Canada,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:>8/COM:3,PC2H/PC/COM4,TOTAL,22.0,1164208332.0,291052083.0,0.0,464754.0,1455260417.0,214241.0,0.0,21125.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDH+ERH/H:1/COM:1,PC1/HC/COM1,TOTAL,77.0,130581646.0,32645401.0,0.0,52128.0,163227045.0,25012.0,0.0,677.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDH+ERH/H:1/COM:2,PC1/HC/COM2,TOTAL,194.0,696922624.0,174230628.0,0.0,278213.0,871153258.0,133491.0,0.0,1434.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDH+ERH/H:1/COM:3,PC1/HC/COM4,TOTAL,233.0,688277427.0,172069324.0,0.0,274761.0,860346849.0,131835.0,0.0,1179.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDH+ERH/H:1/COM:3B,PC1/HC/COM3,TOTAL,12.0,10100104.0,2525026.0,0.0,4032.0,12625130.0,1935.0,0.0,336.0,2505.0
CAN,Canada,IND,CR+,CR+PC/LWAL/CDH+ERH/H:1/IND:2,PC1/HC/IND2,TOTAL,60.0,87761205.0,29253725.0,0.0,68138.0,117014944.0,31744.0,0.0,1136.0,1288.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDL+ERL/H:1/COM:1,PC1/LC/COM1,TOTAL,644.0,1137161609.0,284290383.0,0.0,453957.0,1421451980.0,217817.0,0.0,705.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDL+ERL/H:1/COM:2,PC1/LC/COM2,TOTAL,2318.0,8860523797.0,2215130924.0,0.0,3537135.0,11075654926.0,1697173.0,0.0,1526.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDL+ERL/H:1/COM:3,PC1/LC/COM4,TOTAL,2195.0,6151589643.0,1537897347.0,0.0,2455724.0,7689487022.0,1178297.0,0.0,1119.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDL+ERL/H:1/COM:3A,PC1/LC/COM5,TOTAL,3.0,3232952.0,808237.0,0.0,1291.0,4041189.0,619.0,0.0,430.0,2504.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDL+ERL/H:1/COM:3B,PC1/LC/COM3,TOTAL,144.0,115928259.0,28982063.0,0.0,46279.0,144910333.0,22206.0,0.0,321.0,2505.0
CAN,Canada,IND,CR-,CR+PC/LWAL/CDL+ERL/H:1/IND:2,PC1/LC/IND2,TOTAL,748.0,1047384859.0,349128285.0,0.0,813187.0,1396513191.0,378843.0,0.0,1087.0,1288.0
CAN,Canada,IND,CR-,CR+PC/LWAL/CDL+ERL/H:1/IND:3,PC1/LC/IND3,TOTAL,6.0,12607706.0,4202569.0,0.0,9789.0,16810274.0,4560.0,0.0,1632.0,1288.0
CAN,Canada,RES,CR-,CR+PC/LWAL/CDL+ERL/H:1/RES:1,PC1/LC/RES1,TOTAL,4.0,1688711.0,298007.0,2.0,761.0,1986719.0,251.0,4.0,190.0,2219.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:1,PC1/MC/COM1,TOTAL,271.0,459615544.0,114903845.0,0.0,183479.0,574519409.0,88037.0,0.0,677.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:2,PC1/MC/COM2,TOTAL,921.0,3442386748.0,860596545.0,0.0,1374206.0,4302983298.0,659366.0,0.0,1492.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:3,PC1/MC/COM4,TOTAL,823.0,2433213948.0,608303404.0,0.0,971343.0,3041517592.0,466066.0,0.0,1180.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:3A,PC1/MC/COM5,TOTAL,3.0,3397443.0,849360.0,0.0,1356.0,4246803.0,651.0,0.0,452.0,2505.0
CAN,Canada,COM,CR+,CR+PC/LWAL/CDM+ERM/H:1/COM:3B,PC1/MC/COM3,TOTAL,56.0,45810695.0,11452675.0,0.0,18288.0,57263372.0,8775.0,0.0,327.0,2505.0
CAN,Canada,IND,CR+,CR+PC/LWAL/CDM+ERM/H:1/IND:2,PC1/MC/IND2,TOTAL,307.0,419626035.0,139875324.0,0.0,325797.0,559501352.0,151780.0,0.0,1061.0,1288.0
CAN,Canada,IND,CR+,CR+PC/LWAL/CDM+ERM/H:1/IND:3,PC1/MC/IND3,TOTAL,8.0,15632408.0,5210803.0,0.0,12137.0,20843212.0,5654.0,0.0,1517.0,1288.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDN+ERL/H:1/COM:1,PC1/PC/COM1,TOTAL,2723.0,4625631012.0,1156407683.0,0.0,1846559.0,5782038632.0,886012.0,0.0,678.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDN+ERL/H:1/COM:2,PC1/PC/COM2,TOTAL,7016.0,26577175206.0,6644293761.0,0.0,10609651.0,33221469370.0,5090678.0,0.0,1512.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDN+ERL/H:1/COM:3,PC1/PC/COM4,TOTAL,8319.0,21906265062.0,5476566516.0,0.0,8745016.0,27382831662.0,4196002.0,0.0,1051.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDN+ERL/H:1/COM:3A,PC1/PC/COM5,TOTAL,16.0,16306945.0,4076738.0,0.0,6510.0,20383682.0,3124.0,0.0,407.0,2505.0
CAN,Canada,COM,CR-,CR+PC/LWAL/CDN+ERL/H:1/COM:3B,PC1/PC/COM3,TOTAL,646.0,522878270.0,130719586.0,0.0,208734.0,653597878.0,100155.0,0.0,323.0,2505.0
CAN,Canada,IND,CR-,CR+PC/LWAL/CDN+ERL/H:1/IND:2,PC1/PC/IND2,TOTAL,2427.0,3448145344.0,1149381797.0,0.0,2677132.0,4597527234.0,1247208.0,0.0,1103.0,1288.0
CAN,Canada,IND,CR-,CR+PC/LWAL/CDN+ERL/H:1/IND:3,PC1/PC/IND3,TOTAL,21.0,42123559.0,14041186.0,0.0,32705.0,56164746.0,15236.0,0.0,1557.0,1288.0
CAN,Canada,RES,CR-,CR+PC/LWAL/CDN+ERL/H:1/RES:1,PC1/PC/RES1,TOTAL,10.0,4473015.0,789353.0,16.0,2016.0,5262372.0,664.0,10.0,202.0,2219.0
CAN,Canada,RES,CR-,CR+PC/LWAL/CDN+ERL/H:1/RES:2,PC1/PC/RES3A,TOTAL,1.0,1073806.0,189495.0,7.0,484.0,1263302.0,159.0,2.0,484.0,2219.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:1-3/COM:1,C3L/LC/COM1,TOTAL,514.0,833507826.0,208376975.0,0.0,332738.0,1041884822.0,145174.0,0.0,647.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:1-3/COM:2,C3L/LC/COM2,TOTAL,23.0,91948372.0,22987094.0,0.0,36706.0,114935464.0,16015.0,0.0,1596.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:1-3/COM:3,C3L/LC/COM4,TOTAL,471.0,1419526517.0,354881711.0,0.0,566677.0,1774408198.0,247242.0,0.0,1203.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:1-3/COM:3A,C3L/LC/COM5,TOTAL,1.0,1089786.0,272446.0,0.0,435.0,1362232.0,190.0,0.0,435.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:1-3/COM:3B,C3L/LC/COM3,TOTAL,3014.0,1531871556.0,382967605.0,0.0,611526.0,1914840040.0,266813.0,0.0,203.0,2505.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:1-3/IND:1,C3L/LC/IND1,TOTAL,232.0,342890151.0,114296745.0,0.0,266219.0,457186846.0,117220.0,0.0,1147.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:1-3/IND:2,C3L/LC/IND2,TOTAL,10.0,17784307.0,5928105.0,0.0,13808.0,23712412.0,6080.0,0.0,1381.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:1-3/IND:3,C3L/LC/IND3,TOTAL,4.0,8270378.0,2756792.0,0.0,6421.0,11027169.0,2827.0,0.0,1605.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:1-3/IND:4,C3L/LC/IND4,TOTAL,10.0,11714746.0,3904915.0,0.0,9095.0,15619663.0,4005.0,0.0,910.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:1-3/IND:6,C3L/LC/IND6,TOTAL,618.0,735823711.0,245274565.0,0.0,571292.0,981098349.0,251549.0,0.0,924.0,1288.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:1-3/RES:2,C3L/LC/RES3F,TOTAL,2.0,32270963.0,5694876.0,41.0,14543.0,37965839.0,3934.0,123.0,7272.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:1-3/RES:2,C3L/LC/RES3E,TOTAL,7.0,38499460.0,6794024.0,97.0,17350.0,45293480.0,4693.0,197.0,2479.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:1-3/RES:2,C3L/LC/RES3D,TOTAL,14.0,40569096.0,7159251.0,362.0,18283.0,47728347.0,4945.0,205.0,1306.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:1-3/RES:2,C3L/LC/RES3C,TOTAL,23.0,38426648.0,6781177.0,308.0,17317.0,45207825.0,4684.0,161.0,753.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:1-3/RES:3,C3L/LC/RES4,TOTAL,100.0,709783128.0,125255852.0,2091.0,319866.0,835038980.0,86520.0,100.0,3199.0,2219.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:4-7/COM:1,C3M/LC/COM1,TOTAL,77.0,138360507.0,34590131.0,0.0,55234.0,172950640.0,24179.0,0.0,717.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:4-7/COM:2,C3M/LC/COM2,TOTAL,257.0,896935320.0,224233837.0,0.0,358058.0,1121169147.0,156741.0,0.0,1393.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:4-7/COM:3,C3M/LC/COM4,TOTAL,102.0,850313325.0,212578321.0,0.0,339446.0,1062891642.0,148593.0,0.0,3328.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:4-7/COM:3B,C3M/LC/COM3,TOTAL,173.0,137521827.0,34380429.0,0.0,54899.0,171902366.0,24033.0,0.0,317.0,2505.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:4-7/IND:1,C3M/LC/IND1,TOTAL,36.0,71317327.0,23772449.0,0.0,55371.0,95089765.0,24477.0,0.0,1538.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:4-7/IND:2,C3M/LC/IND2,TOTAL,9.0,15923730.0,5307912.0,0.0,12363.0,21231642.0,5465.0,0.0,1374.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDL+ERL/H:4-7/IND:6,C3M/LC/IND6,TOTAL,68.0,93998585.0,31332862.0,0.0,72980.0,125331460.0,32262.0,0.0,1073.0,1288.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:4-7/RES:2,C3M/LC/RES3C,TOTAL,106.0,188171079.0,33206673.0,1410.0,84800.0,221377752.0,23011.0,743.0,800.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:4-7/RES:2,C3M/LC/RES3D,TOTAL,64.0,191162704.0,33734586.0,1548.0,86148.0,224897289.0,23377.0,964.0,1346.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDL+ERL/H:4-7/RES:2,C3M/LC/RES3E,TOTAL,21.0,123115023.0,21726184.0,962.0,55482.0,144841198.0,15056.0,630.0,2642.0,2219.0
CAN,Canada,COM,CR-,CR/LFINF/CDL+ERL/H:>8/COM:2,C3H/LC/COM2,TOTAL,129.0,475286767.0,118821698.0,0.0,189735.0,594108458.0,83264.0,0.0,1471.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:1,C3L/PC/COM1,TOTAL,8345.0,13983472744.0,3495868004.0,0.0,5582225.0,17479340646.0,2435535.0,0.0,669.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:2,C3L/PC/COM2,TOTAL,209.0,967342517.0,241835629.0,0.0,386165.0,1209178176.0,168484.0,0.0,1848.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:3,C3L/PC/COM4,TOTAL,4916.0,14814383114.0,3703595893.0,0.0,5913925.0,18517979040.0,2580248.0,0.0,1203.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:3A,C3L/PC/COM5,TOTAL,14.0,14268744.0,3567186.0,0.0,5696.0,17835931.0,2485.0,0.0,407.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:3B,C3L/PC/COM3,TOTAL,39019.0,20962226216.0,5240556913.0,0.0,8368155.0,26202784161.0,3651080.0,0.0,214.0,2505.0
CAN,Canada,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:1,C3L/PC/IND1,TOTAL,1982.0,3209686169.0,1069895525.0,0.0,2491992.0,4279581531.0,1097261.0,0.0,1257.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:2,C3L/PC/IND2,TOTAL,192.0,324469298.0,108156441.0,0.0,251917.0,432625732.0,110923.0,0.0,1312.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:3,C3L/PC/IND3,TOTAL,77.0,152091019.0,50697005.0,0.0,118083.0,202788032.0,51994.0,0.0,1534.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:4,C3L/PC/IND4,TOTAL,312.0,251049493.0,83683162.0,0.0,194914.0,334732644.0,85824.0,0.0,625.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:5,C3L/PC/IND5,TOTAL,2.0,1847896.0,615965.0,0.0,1435.0,2463862.0,632.0,0.0,718.0,1288.0
CAN,Canada,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:6,C3L/PC/IND6,TOTAL,6547.0,7527734993.0,2509244944.0,0.0,5844515.0,10036979683.0,2573432.0,0.0,893.0,1288.0
CAN,Canada,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3C,TOTAL,86.0,154915191.0,27337984.0,1100.0,69813.0,182253172.0,18884.0,602.0,812.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3D,TOTAL,68.0,202783223.0,35785273.0,1898.0,91385.0,238568492.0,24719.0,1022.0,1344.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3E,TOTAL,18.0,108363924.0,19123047.0,543.0,48835.0,127486964.0,13209.0,554.0,2713.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3F,TOTAL,10.0,190186745.0,33562368.0,541.0,85708.0,223749113.0,23183.0,725.0,8571.0,2219.0
CAN,Canada,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:3,C3L/PC/RES4,TOTAL,1149.0,8067110303.0,1423607696.0,2859.0,3635471.0,9490717996.0,983356.0,1149.0,3164.0,2219.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:4-7/COM:1,C3M/PC/COM1,TOTAL,893.0,1670027023.0,417506722.0,0.0,666677.0,2087533719.0,291841.0,0.0,747.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:4-7/COM:2,C3M/PC/COM2,TOTAL,1915.0,7901845011.0,1975461218.0,0.0,3154429.0,9877306375.0,1380858.0,0.0,1647.0,2505.0
CAN,Canada,COM,CR-,CR/LFINF/CDN+ERL/H:4-7/COM:3,C3M/PC/COM4,TOTAL,874.0,7093800512.0,1773450227.0,0.0,2831857.0,8867250775.0,1239650.0,0.0,3240.0,2505.0
